4.041667	40.567858	255.000000	0.272692	1248.000000
3.705882	40.577169	255.000000	0.272360	1256.000000
4.270833	40.568157	255.000000	0.272894	1254.000000
4.370968	40.568278	255.000000	0.272751	1250.000000
3.622642	19.880052	0.000000	0.424138	94.000000
3.826087	17.981156	0.000000	0.425862	94.000000
3.400000	41.652835	36.000000	0.250183	2686.000000
3.820513	41.673470	36.000000	0.250504	2668.000000
3.709677	41.692455	36.000000	0.250753	2670.000000
3.848485	41.679887	36.000000	0.250229	2686.000000
4.046875	32.183894	2.000000	0.376981	388.000000
3.441176	28.645147	10.000000	0.266234	382.000000
1.181818	38.164063	36.000000	0.260263	1998.000000
1.592105	38.164063	36.000000	0.260263	1998.000000
1.939394	37.943947	36.000000	0.260845	1972.000000
3.766667	37.997303	36.000000	0.262695	1920.000000
1.125000	37.986290	36.000000	0.260586	1992.000000
1.300000	38.164185	36.000000	0.260263	1998.000000
4.177778	33.324630	21.000000	0.367671	482.000000
3.470588	40.465332	5.000000	0.273045	1596.000000
3.812500	40.461115	5.000000	0.273193	1598.000000
3.611111	37.909917	22.000000	0.231503	1702.000000
4.275862	37.246720	22.000000	0.236745	1470.000000
3.390244	37.925345	22.000000	0.231650	1728.000000
3.500000	41.484098	16.000000	0.278070	1616.000000
3.870370	31.874561	1.000000	0.231286	772.000000
3.371429	22.171919	24.000000	0.614035	36.000000
3.906250	35.598796	6.000000	0.304696	762.000000
3.657143	35.585859	6.000000	0.305982	776.000000
4.352941	32.891016	5.000000	0.335650	282.000000
3.714286	37.529406	23.000000	0.305921	522.000000
3.837838	37.529406	23.000000	0.305921	522.000000
4.151515	37.513945	23.000000	0.306802	518.000000
3.756757	41.222909	4.000000	0.245695	1768.000000
3.529412	41.214711	4.000000	0.245696	1780.000000
3.642384	34.237379	58.000000	0.365611	254.000000
3.477273	35.042716	58.000000	0.372406	280.000000
3.830189	26.104994	33.000000	0.420489	188.000000
4.204082	26.104994	33.000000	0.420489	188.000000
3.300000	29.767931	13.000000	0.485569	106.000000
3.745455	29.786398	13.000000	0.485520	106.000000
3.863636	32.904258	17.000000	0.272537	1172.000000
3.593750	23.999768	19.000000	0.407886	166.000000
2.864865	20.221031	1.000000	0.492105	82.000000
3.204082	34.295241	26.000000	0.369740	202.000000
3.370370	29.653753	21.000000	0.353782	392.000000
3.166667	29.648370	21.000000	0.353782	392.000000
3.421875	29.653753	21.000000	0.353782	392.000000
